Date,Home/Neutral,PTS,PTS.1,Unnamed: 5,Visitor/Neutral,link,no_box
"Sat, Aug 1, 1998",Houston Comets,74,71,Box Score,Cleveland Rockers,/wnba/boxscores/199808010HOU.html,
"Sat, Aug 1, 1998",Utah Starzz,73,65,Box Score,Los Angeles Sparks,/wnba/boxscores/199808010UTA.html,
"Sat, Aug 1, 1998",Washington Mystics,67,53,Box Score,New York Liberty,/wnba/boxscores/199808010WAS.html,
"Sun, Aug 2, 1998",Houston Comets,53,70,Box Score,Sacramento Monarchs,/wnba/boxscores/199808020HOU.html,
"Sun, Aug 2, 1998",New York Liberty,67,85,Box Score,Charlotte Sting,/wnba/boxscores/199808020NYL.html,
"Mon, Aug 3, 1998",Charlotte Sting,68,71,Box Score,Detroit Shock,/wnba/boxscores/199808030CHA.html,
"Mon, Aug 3, 1998",Los Angeles Sparks,72,86,Box Score,Washington Mystics,/wnba/boxscores/199808030LAS.html,
"Tue, Aug 4, 1998",Phoenix Mercury,59,88,Box Score,Washington Mystics,/wnba/boxscores/199808040PHO.html,
"Tue, Aug 4, 1998",Sacramento Monarchs,72,60,Box Score,Cleveland Rockers,/wnba/boxscores/199808040SAC.html,
"Tue, Aug 4, 1998",Utah Starzz,77,57,Box Score,Houston Comets,/wnba/boxscores/199808040UTA.html,
"Wed, Aug 5, 1998",Charlotte Sting,61,69,Box Score,New York Liberty,/wnba/boxscores/199808050CHA.html,
"Wed, Aug 5, 1998",Detroit Shock,61,73,Box Score,Los Angeles Sparks,/wnba/boxscores/199808050DET.html,
"Thu, Aug 6, 1998",Houston Comets,64,75,Box Score,Phoenix Mercury,/wnba/boxscores/199808060HOU.html,
"Thu, Aug 6, 1998",Utah Starzz,79,69,Box Score,Cleveland Rockers,/wnba/boxscores/199808060UTA.html,
"Fri, Aug 7, 1998",Detroit Shock,61,57,Box Score,Houston Comets,/wnba/boxscores/199808070DET.html,
"Fri, Aug 7, 1998",Sacramento Monarchs,55,76,Box Score,Washington Mystics,/wnba/boxscores/199808070SAC.html,
"Sat, Aug 8, 1998",Cleveland Rockers,58,65,Box Score,Charlotte Sting,/wnba/boxscores/199808080CLE.html,
"Sat, Aug 8, 1998",New York Liberty,62,80,Box Score,Los Angeles Sparks,/wnba/boxscores/199808080NYL.html,
"Sat, Aug 8, 1998",Phoenix Mercury,62,68,Box Score,Utah Starzz,/wnba/boxscores/199808080PHO.html,
"Sun, Aug 9, 1998",Washington Mystics,74,76,Box Score,Los Angeles Sparks,/wnba/boxscores/199808090WAS.html,
"Mon, Aug 10, 1998",Cleveland Rockers,82,80,Box Score,Phoenix Mercury,/wnba/boxscores/199808100CLE.html,
"Mon, Aug 10, 1998",Houston Comets,67,70,Box Score,Charlotte Sting,/wnba/boxscores/199808100HOU.html,
"Mon, Aug 10, 1998",Utah Starzz,77,73,Box Score,Detroit Shock,/wnba/boxscores/199808100UTA.html,
"Tue, Aug 11, 1998",New York Liberty,78,79,Box Score,Phoenix Mercury,/wnba/boxscores/199808110NYL.html,
"Tue, Aug 11, 1998",Sacramento Monarchs,50,41,Box Score,Detroit Shock,/wnba/boxscores/199808110SAC.html,
"Wed, Aug 12, 1998",Charlotte Sting,65,52,Box Score,Los Angeles Sparks,/wnba/boxscores/199808120CHA.html,
"Wed, Aug 12, 1998",Utah Starzz,71,81,Box Score,Sacramento Monarchs,/wnba/boxscores/199808120UTA.html,
"Wed, Aug 12, 1998",Washington Mystics,75,55,Box Score,Cleveland Rockers,/wnba/boxscores/199808120WAS.html,
"Thu, Aug 13, 1998",New York Liberty,45,88,Box Score,Washington Mystics,/wnba/boxscores/199808130NYL.html,
"Fri, Aug 14, 1998",Charlotte Sting,85,72,Box Score,Cleveland Rockers,/wnba/boxscores/199808140CHA.html,
"Fri, Aug 14, 1998",Los Angeles Sparks,67,87,Box Score,Utah Starzz,/wnba/boxscores/199808140LAS.html,
"Fri, Aug 14, 1998",Phoenix Mercury,59,84,Box Score,Detroit Shock,/wnba/boxscores/199808140PHO.html,
"Sat, Aug 15, 1998",Cleveland Rockers,71,90,Box Score,Washington Mystics,/wnba/boxscores/199808150CLE.html,
"Sat, Aug 15, 1998",New York Liberty,54,70,Box Score,Houston Comets,/wnba/boxscores/199808150NYL.html,
"Sat, Aug 15, 1998",Sacramento Monarchs,55,82,Box Score,Utah Starzz,/wnba/boxscores/199808150SAC.html,
"Sun, Aug 16, 1998",Los Angeles Sparks,77,76,Box Score,Detroit Shock,/wnba/boxscores/199808160LAS.html,
"Sun, Aug 16, 1998",Sacramento Monarchs,85,69,Box Score,Phoenix Mercury,/wnba/boxscores/199808160SAC.html,
"Mon, Aug 17, 1998",New York Liberty,70,64,Box Score,Cleveland Rockers,/wnba/boxscores/199808170NYL.html,
"Mon, Aug 17, 1998",Utah Starzz,75,64,Box Score,Phoenix Mercury,/wnba/boxscores/199808170UTA.html,
"Mon, Aug 17, 1998",Washington Mystics,110,65,Box Score,Houston Comets,/wnba/boxscores/199808170WAS.html,
"Wed, Aug 19, 1998",Detroit Shock,68,82,Box Score,New York Liberty,/wnba/boxscores/199808190DET.html,
"Wed, Aug 19, 1998",Houston Comets,71,80,Box Score,Los Angeles Sparks,/wnba/boxscores/199808190HOU.html,
"Wed, Aug 19, 1998",Phoenix Mercury,62,71,Box Score,Sacramento Monarchs,/wnba/boxscores/199808190PHO.html,
"Wed, Aug 19, 1998",Washington Mystics,105,69,Box Score,Charlotte Sting,/wnba/boxscores/199808190WAS.html,
"Sat, Aug 22, 1998",Charlotte Sting,85,71,Box Score,Houston Comets,/wnba/boxscores/199808220CHA.html,
"Sat, Aug 22, 1998",Phoenix Mercury,68,78,Box Score,Cleveland Rockers,/wnba/boxscores/199808220PHO.html,
"Mon, Aug 24, 1998",Cleveland Rockers,66,67,Box Score,Phoenix Mercury,/wnba/boxscores/199808240CLE.html,
"Mon, Aug 24, 1998",Houston Comets,61,77,Box Score,Charlotte Sting,/wnba/boxscores/199808240HOU.html,
"Tue, Aug 25, 1998",Cleveland Rockers,71,60,Box Score,Phoenix Mercury,/wnba/boxscores/199808250CLE.html,
"Thu, Aug 27, 1998",Phoenix Mercury,51,54,Box Score,Houston Comets,/wnba/boxscores/199808270PHO.html,
"Sat, Aug 29, 1998",Houston Comets,69,74,Box Score,Phoenix Mercury,/wnba/boxscores/199808290HOU.html,
"Tue, Sep 1, 1998",Houston Comets,71,80,Box Score,Phoenix Mercury,/wnba/boxscores/199809010HOU.html,
"Thu, Jun 10, 1999",Los Angeles Sparks,78,100,Box Score,Sacramento Monarchs,/wnba/boxscores/199906100LAS.html,
"Thu, Jun 10, 1999",New York Liberty,60,87,Box Score,Cleveland Rockers,/wnba/boxscores/199906100NYL.html,
"Thu, Jun 10, 1999",Orlando Miracle,77,63,Box Score,Houston Comets,/wnba/boxscores/199906100ORL.html,
"Thu, Jun 10, 1999",Washington Mystics,83,73,Box Score,Charlotte Sting,/wnba/boxscores/199906100WAS.html,
"Sat, Jun 12, 1999",Charlotte Sting,68,57,Box Score,New York Liberty,/wnba/boxscores/199906120CHA.html,
"Sat, Jun 12, 1999",Cleveland Rockers,75,59,Box Score,Los Angeles Sparks,/wnba/boxscores/199906120CLE.html,
"Sat, Jun 12, 1999",Houston Comets,63,88,Box Score,Washington Mystics,/wnba/boxscores/199906120HOU.html,
"Sat, Jun 12, 1999",Minnesota Lynx,51,68,Box Score,Detroit Shock,/wnba/boxscores/199906120MIN.html,
"Sat, Jun 12, 1999",Sacramento Monarchs,85,96,Box Score,Phoenix Mercury,/wnba/boxscores/199906120SAC.html,
"Sat, Jun 12, 1999",Utah Starzz,65,71,Box Score,Orlando Miracle,/wnba/boxscores/199906120UTA.html,
"Mon, Jun 14, 1999",Cleveland Rockers,73,71,Box Score,Detroit Shock,/wnba/boxscores/199906140CLE.html,
"Mon, Jun 14, 1999",Minnesota Lynx,54,78,Box Score,Utah Starzz,/wnba/boxscores/199906140MIN.html,
"Mon, Jun 14, 1999",New York Liberty,83,61,Box Score,Washington Mystics,/wnba/boxscores/199906140NYL.html,
"Mon, Jun 14, 1999",Phoenix Mercury,74,64,Box Score,Sacramento Monarchs,/wnba/boxscores/199906140PHO.html,
"Tue, Jun 15, 1999",Orlando Miracle,86,88,Box Score,Los Angeles Sparks,/wnba/boxscores/199906150ORL.html,
"Thu, Jun 17, 1999",Detroit Shock,74,79,Box Score,Orlando Miracle,/wnba/boxscores/199906170DET.html,
"Thu, Jun 17, 1999",Houston Comets,73,93,Box Score,Utah Starzz,/wnba/boxscores/199906170HOU.html,
"Thu, Jun 17, 1999",Sacramento Monarchs,50,70,Box Score,Cleveland Rockers,/wnba/boxscores/199906170SAC.html,
"Fri, Jun 18, 1999",New York Liberty,72,84,Box Score,Los Angeles Sparks,/wnba/boxscores/199906180NYL.html,
"Fri, Jun 18, 1999",Washington Mystics,76,69,Box Score,Detroit Shock,/wnba/boxscores/199906180WAS.html,
"Sat, Jun 19, 1999",Charlotte Sting,73,69,Box Score,Los Angeles Sparks,/wnba/boxscores/199906190CHA.html,
"Sat, Jun 19, 1999",Minnesota Lynx,69,55,Box Score,Houston Comets,/wnba/boxscores/199906190MIN.html,
"Sat, Jun 19, 1999",Orlando Miracle,68,73,Box Score,Washington Mystics,/wnba/boxscores/199906190ORL.html,
"Sat, Jun 19, 1999",Phoenix Mercury,67,76,Box Score,Cleveland Rockers,/wnba/boxscores/199906190PHO.html,
"Sat, Jun 19, 1999",Utah Starzz,75,85,Box Score,Sacramento Monarchs,/wnba/boxscores/199906190UTA.html,
"Sun, Jun 20, 1999",New York Liberty,62,69,Box Score,Detroit Shock,/wnba/boxscores/199906200NYL.html,
"Mon, Jun 21, 1999",Orlando Miracle,76,80,Box Score,Phoenix Mercury,/wnba/boxscores/199906210ORL.html,
"Tue, Jun 22, 1999",Cleveland Rockers,71,62,Box Score,Orlando Miracle,/wnba/boxscores/199906220CLE.html,
"Tue, Jun 22, 1999",Detroit Shock,69,75,Box Score,Charlotte Sting,/wnba/boxscores/199906220DET.html,
"Tue, Jun 22, 1999",Houston Comets,76,84,Box Score,Los Angeles Sparks,/wnba/boxscores/199906220HOU.html,
"Tue, Jun 22, 1999",Sacramento Monarchs,62,79,Box Score,Minnesota Lynx,/wnba/boxscores/199906220SAC.html,
"Tue, Jun 22, 1999",Washington Mystics,79,76,Box Score,Phoenix Mercury,/wnba/boxscores/199906220WAS.html,
"Thu, Jun 24, 1999",Charlotte Sting,72,88,Box Score,Phoenix Mercury,/wnba/boxscores/199906240CHA.html,
"Thu, Jun 24, 1999",Detroit Shock,77,65,Box Score,Houston Comets,/wnba/boxscores/199906240DET.html,
"Thu, Jun 24, 1999",Los Angeles Sparks,86,73,Box Score,Minnesota Lynx,/wnba/boxscores/199906240LAS.html,
"Thu, Jun 24, 1999",Sacramento Monarchs,69,107,Box Score,Utah Starzz,/wnba/boxscores/199906240SAC.html,
"Fri, Jun 25, 1999",Cleveland Rockers,59,57,Box Score,Charlotte Sting,/wnba/boxscores/199906250CLE.html,
"Fri, Jun 25, 1999",Washington Mystics,72,69,Box Score,Houston Comets,/wnba/boxscores/199906250WAS.html,
"Sat, Jun 26, 1999",Cleveland Rockers,65,76,Box Score,Washington Mystics,/wnba/boxscores/199906260CLE.html,
"Sat, Jun 26, 1999",Detroit Shock,66,60,Box Score,Phoenix Mercury,/wnba/boxscores/199906260DET.html,
"Sat, Jun 26, 1999",Sacramento Monarchs,76,73,Box Score,Los Angeles Sparks,/wnba/boxscores/199906260SAC.html,
"Sat, Jun 26, 1999",Utah Starzz,72,62,Box Score,Minnesota Lynx,/wnba/boxscores/199906260UTA.html,
"Sun, Jun 27, 1999",New York Liberty,58,72,Box Score,Charlotte Sting,/wnba/boxscores/199906270NYL.html,
"Mon, Jun 28, 1999",Cleveland Rockers,51,70,Box Score,Phoenix Mercury,/wnba/boxscores/199906280CLE.html,
"Mon, Jun 28, 1999",Detroit Shock,71,91,Box Score,New York Liberty,/wnba/boxscores/199906280DET.html,
"Mon, Jun 28, 1999",Houston Comets,68,66,Box Score,Orlando Miracle,/wnba/boxscores/199906280HOU.html,
"Mon, Jun 28, 1999",Los Angeles Sparks,70,102,Box Score,Utah Starzz,/wnba/boxscores/199906280LAS.html,
"Tue, Jun 29, 1999",Minnesota Lynx,86,72,Box Score,Sacramento Monarchs,/wnba/boxscores/199906290MIN.html,
"Wed, Jun 30, 1999",Charlotte Sting,68,63,Box Score,Washington Mystics,/wnba/boxscores/199906300CHA.html,
"Wed, Jun 30, 1999",Utah Starzz,78,68,Box Score,Houston Comets,/wnba/boxscores/199906300UTA.html,
"Thu, Jul 1, 1999",Houston Comets,64,76,Box Score,Cleveland Rockers,/wnba/boxscores/199907010HOU.html,
"Thu, Jul 1, 1999",Minnesota Lynx,81,77,Box Score,Los Angeles Sparks,/wnba/boxscores/199907010MIN.html,
"Thu, Jul 1, 1999",New York Liberty,67,83,Box Score,Phoenix Mercury,/wnba/boxscores/199907010NYL.html,
"Fri, Jul 2, 1999",Detroit Shock,91,81,Box Score,Los Angeles Sparks,/wnba/boxscores/199907020DET.html,
"Fri, Jul 2, 1999",Utah Starzz,68,83,Box Score,Cleveland Rockers,/wnba/boxscores/199907020UTA.html,
"Fri, Jul 2, 1999",Washington Mystics,79,74,Box Score,Sacramento Monarchs,/wnba/boxscores/199907020WAS.html,
"Sat, Jul 3, 1999",Houston Comets,50,65,Box Score,New York Liberty,/wnba/boxscores/199907030HOU.html,
"Sat, Jul 3, 1999",Minnesota Lynx,47,56,Box Score,Phoenix Mercury,/wnba/boxscores/199907030MIN.html,
"Sat, Jul 3, 1999",Orlando Miracle,75,58,Box Score,Charlotte Sting,/wnba/boxscores/199907030ORL.html,
"Sun, Jul 4, 1999",Detroit Shock,92,78,Box Score,Sacramento Monarchs,/wnba/boxscores/199907040DET.html,
"Mon, Jul 5, 1999",Los Angeles Sparks,72,74,Box Score,Cleveland Rockers,/wnba/boxscores/199907050LAS.html,
"Mon, Jul 5, 1999",New York Liberty,63,76,Box Score,Sacramento Monarchs,/wnba/boxscores/199907050NYL.html,
"Tue, Jul 6, 1999",Houston Comets,54,80,Box Score,Minnesota Lynx,/wnba/boxscores/199907060HOU.html,
"Tue, Jul 6, 1999",Utah Starzz,94,104,Box Score,Detroit Shock,/wnba/boxscores/199907060UTA.html,
"Tue, Jul 6, 1999",Washington Mystics,63,71,Box Score,New York Liberty,/wnba/boxscores/199907060WAS.html,
"Wed, Jul 7, 1999",Charlotte Sting,62,75,Box Score,Cleveland Rockers,/wnba/boxscores/199907070CHA.html,
"Wed, Jul 7, 1999",Orlando Miracle,71,66,Box Score,Minnesota Lynx,/wnba/boxscores/199907070ORL.html,
"Wed, Jul 7, 1999",Phoenix Mercury,67,61,Box Score,Los Angeles Sparks,/wnba/boxscores/199907070PHO.html,
"Thu, Jul 8, 1999",Cleveland Rockers,84,49,Box Score,New York Liberty,/wnba/boxscores/199907080CLE.html,
"Thu, Jul 8, 1999",Sacramento Monarchs,63,74,Box Score,Houston Comets,/wnba/boxscores/199907080SAC.html,
"Thu, Jul 8, 1999",Washington Mystics,81,65,Box Score,Utah Starzz,/wnba/boxscores/199907080WAS.html,
"Fri, Jul 9, 1999",Charlotte Sting,66,61,Box Score,Orlando Miracle,/wnba/boxscores/199907090CHA.html,
"Fri, Jul 9, 1999",Los Angeles Sparks,77,72,Box Score,Sacramento Monarchs,/wnba/boxscores/199907090LAS.html,
"Fri, Jul 9, 1999",Phoenix Mercury,71,70,Box Score,Houston Comets,/wnba/boxscores/199907090PHO.html,
"Sat, Jul 10, 1999",Cleveland Rockers,56,82,Box Score,Charlotte Sting,/wnba/boxscores/199907100CLE.html,
"Sat, Jul 10, 1999",Detroit Shock,83,78,Box Score,Washington Mystics,/wnba/boxscores/199907100DET.html,
"Sat, Jul 10, 1999",Orlando Miracle,56,62,Box Score,Utah Starzz,/wnba/boxscores/199907100ORL.html,
"Sun, Jul 11, 1999",Houston Comets,63,68,Box Score,Sacramento Monarchs,/wnba/boxscores/199907110HOU.html,
"Sun, Jul 11, 1999",Los Angeles Sparks,58,67,Box Score,Phoenix Mercury,/wnba/boxscores/199907110LAS.html,
"Sun, Jul 11, 1999",New York Liberty,58,56,Box Score,Minnesota Lynx,/wnba/boxscores/199907110NYL.html,
"Mon, Jul 12, 1999",Cleveland Rockers,55,67,Box Score,Minnesota Lynx,/wnba/boxscores/199907120CLE.html,
"Mon, Jul 12, 1999",Orlando Miracle,76,67,Box Score,Detroit Shock,/wnba/boxscores/199907120ORL.html,
"Mon, Jul 12, 1999",Utah Starzz,80,66,Box Score,Phoenix Mercury,/wnba/boxscores/199907120UTA.html,
"Mon, Jul 12, 1999",Washington Mystics,71,74,Box Score,Charlotte Sting,/wnba/boxscores/199907120WAS.html,
"Fri, Jul 16, 1999",Cleveland Rockers,85,71,Box Score,Sacramento Monarchs,/wnba/boxscores/199907160CLE.html,
"Fri, Jul 16, 1999",Orlando Miracle,56,50,Box Score,Charlotte Sting,/wnba/boxscores/199907160ORL.html,
"Fri, Jul 16, 1999",Utah Starzz,88,84,Box Score,Houston Comets,/wnba/boxscores/199907160UTA.html,
"Fri, Jul 16, 1999",Washington Mystics,78,68,Box Score,Detroit Shock,/wnba/boxscores/199907160WAS.html,
"Sat, Jul 17, 1999",Charlotte Sting,56,63,Box Score,Washington Mystics,/wnba/boxscores/199907170CHA.html,
"Sat, Jul 17, 1999",Detroit Shock,61,77,Box Score,Cleveland Rockers,/wnba/boxscores/199907170DET.html,
"Sat, Jul 17, 1999",Minnesota Lynx,58,60,Box Score,New York Liberty,/wnba/boxscores/199907170MIN.html,
"Sat, Jul 17, 1999",Orlando Miracle,76,70,Box Score,Sacramento Monarchs,/wnba/boxscores/199907170ORL.html,
"Sat, Jul 17, 1999",Phoenix Mercury,76,84,Box Score,Los Angeles Sparks,/wnba/boxscores/199907170PHO.html,
"Sun, Jul 18, 1999",Los Angeles Sparks,65,78,Box Score,Houston Comets,/wnba/boxscores/199907180LAS.html,
"Sun, Jul 18, 1999",New York Liberty,82,88,Box Score,Utah Starzz,/wnba/boxscores/199907180NYL.html,
"Mon, Jul 19, 1999",Charlotte Sting,66,73,Box Score,Utah Starzz,/wnba/boxscores/199907190CHA.html,
"Mon, Jul 19, 1999",Minnesota Lynx,69,76,Box Score,Sacramento Monarchs,/wnba/boxscores/199907190MIN.html,
"Mon, Jul 19, 1999",Phoenix Mercury,48,60,Box Score,Houston Comets,/wnba/boxscores/199907190PHO.html,
"Mon, Jul 19, 1999",Washington Mystics,77,52,Box Score,Orlando Miracle,/wnba/boxscores/199907190WAS.html,
"Tue, Jul 20, 1999",New York Liberty,56,61,Box Score,Orlando Miracle,/wnba/boxscores/199907200NYL.html,
"Wed, Jul 21, 1999",Charlotte Sting,76,67,Box Score,Minnesota Lynx,/wnba/boxscores/199907210CHA.html,
"Wed, Jul 21, 1999",Detroit Shock,77,86,Box Score,Utah Starzz,/wnba/boxscores/199907210DET.html,
"Wed, Jul 21, 1999",Los Angeles Sparks,63,84,Box Score,Phoenix Mercury,/wnba/boxscores/199907210LAS.html,
"Wed, Jul 21, 1999",Washington Mystics,85,68,Box Score,Cleveland Rockers,/wnba/boxscores/199907210WAS.html,
"Thu, Jul 22, 1999",Sacramento Monarchs,55,71,Box Score,New York Liberty,/wnba/boxscores/199907220SAC.html,
"Fri, Jul 23, 1999",Charlotte Sting,75,62,Box Score,Houston Comets,/wnba/boxscores/199907230CHA.html,
"Fri, Jul 23, 1999",Cleveland Rockers,69,60,Box Score,Detroit Shock,/wnba/boxscores/199907230CLE.html,
"Fri, Jul 23, 1999",Minnesota Lynx,60,55,Box Score,Washington Mystics,/wnba/boxscores/199907230MIN.html,
"Fri, Jul 23, 1999",Phoenix Mercury,67,73,Box Score,Orlando Miracle,/wnba/boxscores/199907230PHO.html,
"Sat, Jul 24, 1999",Cleveland Rockers,76,70,Box Score,Utah Starzz,/wnba/boxscores/199907240CLE.html,
"Sat, Jul 24, 1999",Los Angeles Sparks,72,75,Box Score,New York Liberty,/wnba/boxscores/199907240LAS.html,
"Sat, Jul 24, 1999",Sacramento Monarchs,73,64,Box Score,Orlando Miracle,/wnba/boxscores/199907240SAC.html,
"Sun, Jul 25, 1999",Detroit Shock,78,66,Box Score,Charlotte Sting,/wnba/boxscores/199907250DET.html,
"Sun, Jul 25, 1999",Minnesota Lynx,62,57,Box Score,Houston Comets,/wnba/boxscores/199907250MIN.html,
"Sun, Jul 25, 1999",Phoenix Mercury,59,72,Box Score,Washington Mystics,/wnba/boxscores/199907250PHO.html,
"Mon, Jul 26, 1999",New York Liberty,75,69,Box Score,Charlotte Sting,/wnba/boxscores/199907260NYL.html,
"Mon, Jul 26, 1999",Utah Starzz,61,73,Box Score,Washington Mystics,/wnba/boxscores/199907260UTA.html,
"Tue, Jul 27, 1999",Houston Comets,46,85,Box Score,Detroit Shock,/wnba/boxscores/199907270HOU.html,
"Tue, Jul 27, 1999",Los Angeles Sparks,60,81,Box Score,Orlando Miracle,/wnba/boxscores/199907270LAS.html,
"Tue, Jul 27, 1999",Phoenix Mercury,73,86,Box Score,Utah Starzz,/wnba/boxscores/199907270PHO.html,
"Tue, Jul 27, 1999",Sacramento Monarchs,61,59,Box Score,Minnesota Lynx,/wnba/boxscores/199907270SAC.html,
"Wed, Jul 28, 1999",Charlotte Sting,65,84,Box Score,Detroit Shock,/wnba/boxscores/199907280CHA.html,
"Thu, Jul 29, 1999",Cleveland Rockers,71,65,Box Score,Houston Comets,/wnba/boxscores/199907290CLE.html,
"Thu, Jul 29, 1999",Orlando Miracle,73,65,Box Score,New York Liberty,/wnba/boxscores/199907290ORL.html,
"Thu, Jul 29, 1999",Phoenix Mercury,46,79,Box Score,Minnesota Lynx,/wnba/boxscores/199907290PHO.html,
"Thu, Jul 29, 1999",Sacramento Monarchs,54,70,Box Score,Washington Mystics,/wnba/boxscores/199907290SAC.html,
"Fri, Jul 30, 1999",Charlotte Sting,58,62,Box Score,New York Liberty,/wnba/boxscores/199907300CHA.html,
"Fri, Jul 30, 1999",Los Angeles Sparks,77,87,Box Score,Utah Starzz,/wnba/boxscores/199907300LAS.html,
"Sat, Jul 31, 1999",Detroit Shock,55,53,Box Score,Cleveland Rockers,/wnba/boxscores/199907310DET.html,
"Sat, Jul 31, 1999",Houston Comets,70,77,Box Score,Phoenix Mercury,/wnba/boxscores/199907310HOU.html,
"Sat, Jul 31, 1999",Los Angeles Sparks,64,81,Box Score,Washington Mystics,/wnba/boxscores/199907310LAS.html,
"Sat, Jul 31, 1999",Minnesota Lynx,56,52,Box Score,Charlotte Sting,/wnba/boxscores/199907310MIN.html,
"Sat, Jul 31, 1999",Utah Starzz,59,63,Box Score,Sacramento Monarchs,/wnba/boxscores/199907310UTA.html,
"Sun, Aug 1, 1999",New York Liberty,61,74,Box Score,Orlando Miracle,/wnba/boxscores/199908010NYL.html,
"Mon, Aug 2, 1999",Charlotte Sting,56,62,Box Score,Cleveland Rockers,/wnba/boxscores/199908020CHA.html,
"Mon, Aug 2, 1999",Detroit Shock,75,70,Box Score,Washington Mystics,/wnba/boxscores/199908020DET.html,
"Mon, Aug 2, 1999",Houston Comets,70,75,Box Score,Sacramento Monarchs,/wnba/boxscores/199908020HOU.html,
"Mon, Aug 2, 1999",Minnesota Lynx,56,73,Box Score,Phoenix Mercury,/wnba/boxscores/199908020MIN.html,
"Tue, Aug 3, 1999",Utah Starzz,61,59,Box Score,New York Liberty,/wnba/boxscores/199908030UTA.html,
"Wed, Aug 4, 1999",Charlotte Sting,68,62,Box Score,Sacramento Monarchs,/wnba/boxscores/199908040CHA.html,
"Wed, Aug 4, 1999",Detroit Shock,56,59,Box Score,Minnesota Lynx,/wnba/boxscores/199908040DET.html,
"Wed, Aug 4, 1999",Orlando Miracle,62,70,Box Score,Cleveland Rockers,/wnba/boxscores/199908040ORL.html,
"Thu, Aug 5, 1999",Utah Starzz,75,81,Box Score,Los Angeles Sparks,/wnba/boxscores/199908050UTA.html,
"Thu, Aug 5, 1999",Washington Mystics,68,72,Box Score,Orlando Miracle,/wnba/boxscores/199908050WAS.html,
"Fri, Aug 6, 1999",Houston Comets,51,81,Box Score,Charlotte Sting,/wnba/boxscores/199908060HOU.html,
"Fri, Aug 6, 1999",Minnesota Lynx,77,59,Box Score,Los Angeles Sparks,/wnba/boxscores/199908060MIN.html,
"Fri, Aug 6, 1999",Phoenix Mercury,55,68,Box Score,New York Liberty,/wnba/boxscores/199908060PHO.html,
"Fri, Aug 6, 1999",Sacramento Monarchs,58,71,Box Score,Detroit Shock,/wnba/boxscores/199908060SAC.html,
"Sat, Aug 7, 1999",Charlotte Sting,60,64,Box Score,Orlando Miracle,/wnba/boxscores/199908070CHA.html,
"Sat, Aug 7, 1999",Cleveland Rockers,63,62,Box Score,Washington Mystics,/wnba/boxscores/199908070CLE.html,
"Sat, Aug 7, 1999",Sacramento Monarchs,60,71,Box Score,Phoenix Mercury,/wnba/boxscores/199908070SAC.html,
"Sat, Aug 7, 1999",Utah Starzz,70,80,Box Score,Minnesota Lynx,/wnba/boxscores/199908070UTA.html,
"Sun, Aug 8, 1999",New York Liberty,71,74,Box Score,Houston Comets,/wnba/boxscores/199908080NYL.html,
"Sun, Aug 8, 1999",Washington Mystics,45,80,Box Score,Cleveland Rockers,/wnba/boxscores/199908080WAS.html,
"Mon, Aug 9, 1999",Los Angeles Sparks,84,59,Box Score,Detroit Shock,/wnba/boxscores/199908090LAS.html,
"Mon, Aug 9, 1999",Orlando Miracle,80,75,Box Score,New York Liberty,/wnba/boxscores/199908090ORL.html,
"Mon, Aug 9, 1999",Phoenix Mercury,55,64,Box Score,Minnesota Lynx,/wnba/boxscores/199908090PHO.html,
"Mon, Aug 9, 1999",Utah Starzz,65,67,Box Score,Charlotte Sting,/wnba/boxscores/199908090UTA.html,
"Tue, Aug 10, 1999",Sacramento Monarchs,80,82,Box Score,Los Angeles Sparks,/wnba/boxscores/199908100SAC.html,
"Wed, Aug 11, 1999",Minnesota Lynx,73,83,Box Score,Utah Starzz,/wnba/boxscores/199908110MIN.html,
