,date,team1,team1_odds,team1_score,team2,team2_odds,team2_score
389,2010-06-21,Seattle Storm,-526,82,Las Vegas Aces,376,61
390,2010-06-20,Phoenix Mercury,-196,94,Connecticut Sun,159,96
391,2010-06-20,Dallas Wings,-119,78,Minnesota Lynx,100,92
392,2010-06-20,Indiana Fever,-263,94,Atlanta Dream,214,91
393,2010-06-20,Washington Mystics,-270,65,Chicago Sky,225,61
394,2010-06-19,Los Angeles Sparks,149,75,Connecticut Sun,-182,78
395,2010-06-19,Phoenix Mercury,-312,105,Las Vegas Aces,242,108
396,2010-06-19,Minnesota Lynx,-345,78,Dallas Wings,265,67
397,2010-06-19,New York Liberty,102,84,Seattle Storm,-127,92
398,2010-06-18,Indiana Fever,-179,72,Seattle Storm,146,65
399,2010-06-16,Chicago Sky,-161,86,Atlanta Dream,129,93
400,2010-06-13,Indiana Fever,-256,77,Connecticut Sun,202,67
401,2010-06-13,Atlanta Dream,-312,90,Las Vegas Aces,244,83
402,2010-06-13,Los Angeles Sparks,-244,88,Minnesota Lynx,198,84
403,2010-06-13,Phoenix Mercury,-714,116,Dallas Wings,484,84
404,2010-06-13,Washington Mystics,-196,82,New York Liberty,158,65
405,2010-06-12,Seattle Storm,-370,82,Los Angeles Sparks,285,60
406,2010-06-12,Chicago Sky,-213,78,Washington Mystics,172,95
407,2010-06-12,Las Vegas Aces,-303,87,Dallas Wings,236,75
408,2010-06-12,Connecticut Sun,-152,86,Indiana Fever,123,77
409,2010-06-12,New York Liberty,-156,91,Atlanta Dream,129,79
410,2010-06-11,Phoenix Mercury,-333,99,Minnesota Lynx,256,88
411,2010-06-09,Los Angeles Sparks,-185,92,Phoenix Mercury,152,91
412,2010-06-09,Chicago Sky,-270,70,New York Liberty,217,85
413,2010-06-07,Seattle Storm,-233,97,Phoenix Mercury,184,74
414,2010-06-07,Minnesota Lynx,112,51,Indiana Fever,-141,89
415,2010-06-06,Connecticut Sun,-333,81,Las Vegas Aces,259,68
416,2010-06-06,Los Angeles Sparks,147,75,Seattle Storm,-179,79
417,2010-06-06,Chicago Sky,-323,95,Dallas Wings,245,70
418,2010-06-06,Indiana Fever,-345,78,New York Liberty,267,73
419,2010-06-06,Washington Mystics,-152,79,Atlanta Dream,125,86
420,2010-06-05,Phoenix Mercury,-256,90,Los Angeles Sparks,204,89
421,2010-06-05,Dallas Wings,-137,92,Minnesota Lynx,108,79
422,2010-06-05,Connecticut Sun,-263,75,New York Liberty,206,68
423,2010-06-05,Atlanta Dream,-294,70,Chicago Sky,229,80
424,2010-06-04,Indiana Fever,-263,79,Las Vegas Aces,208,57
425,2010-06-02,Seattle Storm,-238,90,Atlanta Dream,188,72
426,2010-06-02,Minnesota Lynx,225,92,Phoenix Mercury,-286,82
427,2010-05-31,Los Angeles Sparks,-135,82,Atlanta Dream,108,101
428,2010-05-30,Washington Mystics,-189,69,Connecticut Sun,149,65
429,2010-05-30,Las Vegas Aces,-128,56,Seattle Storm,102,84
430,2010-05-30,Dallas Wings,224,79,Indiana Fever,-286,74
431,2010-05-30,Minnesota Lynx,-167,58,Chicago Sky,136,73
432,2010-05-29,Los Angeles Sparks,-294,81,Washington Mystics,227,75
433,2010-05-29,Phoenix Mercury,-213,93,Atlanta Dream,171,96
434,2010-05-29,Las Vegas Aces,-294,71,New York Liberty,227,77
435,2010-05-28,Chicago Sky,120,84,Seattle Storm,-141,75
436,2010-05-28,Connecticut Sun,-270,105,Minnesota Lynx,218,79
437,2010-05-26,Seattle Storm,-417,82,Washington Mystics,313,76
438,2010-05-26,Dallas Wings,191,96,Phoenix Mercury,-244,110
439,2010-05-24,Minnesota Lynx,-312,82,Dallas Wings,246,94
440,2010-05-23,Indiana Fever,-323,69,Chicago Sky,247,61
441,2010-05-23,New York Liberty,-161,77,Atlanta Dream,131,86
442,2010-05-23,Connecticut Sun,-156,80,Washington Mystics,127,65
443,2010-05-23,Phoenix Mercury,-217,89,Seattle Storm,181,95
444,2010-05-23,Chicago Sky,100,86,Indiana Fever,-119,92
445,2010-05-23,Las Vegas Aces,-114,88,Los Angeles Sparks,-104,81
446,2010-05-22,Atlanta Dream,-222,97,Connecticut Sun,177,82
447,2010-05-22,Washington Mystics,-182,77,New York Liberty,147,61
448,2010-05-20,Dallas Wings,-109,74,Las Vegas Aces,-115,83
449,2010-05-20,Seattle Storm,-833,79,Minnesota Lynx,518,76
450,2010-05-17,Seattle Storm,-270,81,Los Angeles Sparks,215,67
451,2010-05-17,Atlanta Dream,-115,66,Indiana Fever,-110,62
452,2010-05-17,Minnesota Lynx,-182,76,Washington Mystics,150,87
453,2010-05-16,New York Liberty,-312,85,Chicago Sky,243,82
454,2010-05-16,Dallas Wings,-238,74,Minnesota Lynx,193,80
455,2010-05-16,Las Vegas Aces,-227,70,Atlanta Dream,181,75
456,2010-05-16,Indiana Fever,-333,65,Washington Mystics,260,72
457,2010-05-15,Connecticut Sun,-154,74,Chicago Sky,127,61
458,2010-05-15,Phoenix Mercury,-294,78,Los Angeles Sparks,231,77
459,2011-10-08,Atlanta Dream,-227,67,Minnesota Lynx,181,73
460,2011-10-06,Minnesota Lynx,-256,101,Atlanta Dream,204,95
461,2011-10-03,Minnesota Lynx,-303,88,Atlanta Dream,238,74
462,2011-09-28,Indiana Fever,-104,67,Atlanta Dream,-120,83
463,2011-09-25,Phoenix Mercury,-123,86,Minnesota Lynx,100,103
464,2011-09-25,Atlanta Dream,-204,94,Indiana Fever,167,77
465,2011-09-23,Minnesota Lynx,-312,95,Phoenix Mercury,246,67
466,2011-09-23,Indiana Fever,-143,82,Atlanta Dream,116,74
467,2011-09-21,Minnesota Lynx,-400,85,Las Vegas Aces,305,67
468,2011-09-20,Seattle Storm,-263,75,Phoenix Mercury,209,77
469,2011-09-20,Indiana Fever,-233,72,New York Liberty,184,62
470,2011-09-18,Las Vegas Aces,129,84,Minnesota Lynx,-156,75
471,2011-09-18,Atlanta Dream,-250,69,Connecticut Sun,200,64
472,2011-09-18,Phoenix Mercury,-169,92,Seattle Storm,139,83
473,2011-09-17,New York Liberty,-200,87,Indiana Fever,163,72
474,2011-09-17,Minnesota Lynx,-526,66,Las Vegas Aces,380,65
475,2011-09-17,Connecticut Sun,-179,84,Atlanta Dream,146,89
476,2011-09-16,Seattle Storm,-256,80,Phoenix Mercury,206,61
477,2011-09-16,Indiana Fever,-256,74,New York Liberty,202,72
478,2011-09-12,Seattle Storm,-370,81,Chicago Sky,287,70
479,2011-09-12,Dallas Wings,179,94,Las Vegas Aces,-222,102
480,2011-09-11,Phoenix Mercury,-105,90,Minnesota Lynx,-118,96
481,2011-09-11,Indiana Fever,-147,88,Atlanta Dream,121,93
482,2011-09-11,Connecticut Sun,-238,69,New York Liberty,190,63
483,2011-09-11,Los Angeles Sparks,-172,74,Chicago Sky,141,67
484,2011-09-11,Las Vegas Aces,-500,82,Washington Mystics,363,74
485,2011-09-10,Los Angeles Sparks,-833,84,Dallas Wings,534,73
486,2011-09-10,Seattle Storm,-263,85,Phoenix Mercury,210,70
487,2011-09-10,New York Liberty,-286,83,Indiana Fever,227,75
488,2011-09-09,Phoenix Mercury,-2500,91,Dallas Wings,1042,76
489,2011-09-09,Minnesota Lynx,-526,78,Chicago Sky,380,69
490,2011-09-08,Indiana Fever,-1429,87,Washington Mystics,763,69
491,2011-09-07,Los Angeles Sparks,-204,65,Las Vegas Aces,166,82
492,2011-09-07,Atlanta Dream,-217,85,Connecticut Sun,173,74
493,2011-09-04,Chicago Sky,125,80,Indiana Fever,-152,88
494,2011-09-04,New York Liberty,-133,68,Minnesota Lynx,108,86
495,2011-09-04,Washington Mystics,219,48,Connecticut Sun,-270,79
496,2011-09-04,Atlanta Dream,-1667,73,Dallas Wings,919,52
497,2011-09-04,Phoenix Mercury,-312,93,Los Angeles Sparks,247,77
498,2011-09-04,Las Vegas Aces,-167,60,Seattle Storm,137,70
499,2011-09-03,Dallas Wings,408,72,Seattle Storm,-625,78
500,2011-09-03,Minnesota Lynx,-333,62,New York Liberty,259,78
501,2011-09-03,Atlanta Dream,-1000,95,Washington Mystics,575,73
502,2011-09-03,Connecticut Sun,-164,83,Indiana Fever,135,55
503,2011-09-02,Las Vegas Aces,-137,86,Phoenix Mercury,110,68
504,2011-09-02,Washington Mystics,215,85,Atlanta Dream,-270,81
505,2011-08-31,Los Angeles Sparks,-159,68,Seattle Storm,129,62
506,2011-08-31,Dallas Wings,334,74,Phoenix Mercury,-455,96
507,2011-08-31,Las Vegas Aces,-159,78,Connecticut Sun,129,66
508,2011-08-31,Minnesota Lynx,-1250,73,Washington Mystics,740,56
509,2011-08-31,Atlanta Dream,-175,92,Indiana Fever,145,90
510,2011-08-31,New York Liberty,-250,71,Chicago Sky,200,67
511,2011-08-29,Seattle Storm,-345,65,Los Angeles Sparks,271,63
512,2011-08-28,Chicago Sky,-172,74,New York Liberty,143,73
513,2011-08-28,Dallas Wings,387,83,Connecticut Sun,-526,72
514,2011-08-28,Washington Mystics,196,79,Phoenix Mercury,-244,86
515,2011-08-28,Las Vegas Aces,108,61,Minnesota Lynx,-133,72
516,2011-08-28,Indiana Fever,-189,80,Atlanta Dream,154,86
517,2011-08-27,Los Angeles Sparks,-1250,75,Dallas Wings,702,77
518,2011-08-27,Chicago Sky,-357,80,Washington Mystics,279,67
519,2011-08-27,Minnesota Lynx,-370,85,Las Vegas Aces,285,75
520,2011-08-27,Connecticut Sun,-244,95,Phoenix Mercury,195,92
521,2011-08-26,Seattle Storm,-2000,74,Dallas Wings,1065,57
522,2011-08-24,Phoenix Mercury,-263,70,New York Liberty,214,74
523,2011-08-24,Seattle Storm,-323,63,Las Vegas Aces,252,55
524,2011-08-24,Chicago Sky,-139,80,Atlanta Dream,112,83
525,2011-08-24,Dallas Wings,801,72,Minnesota Lynx,-1429,78
526,2011-08-24,Washington Mystics,129,82,Los Angeles Sparks,-159,86
527,2011-08-22,Dallas Wings,297,67,Los Angeles Sparks,-400,73
528,2011-08-21,Indiana Fever,-833,83,Washington Mystics,542,51
529,2011-08-21,Connecticut Sun,-164,96,Atlanta Dream,135,87
530,2011-08-21,Phoenix Mercury,-312,87,Las Vegas Aces,246,81
531,2011-08-21,Seattle Storm,-312,63,New York Liberty,244,62
532,2011-08-21,Minnesota Lynx,-435,87,Los Angeles Sparks,330,68
533,2011-08-21,Washington Mystics,123,70,Chicago Sky,-149,71
534,2011-08-20,Atlanta Dream,-286,94,Connecticut Sun,229,88
535,2011-08-19,Los Angeles Sparks,-127,75,Indiana Fever,102,70
536,2011-08-19,New York Liberty,-137,84,Connecticut Sun,110,81
537,2011-08-19,Washington Mystics,301,62,Minnesota Lynx,-400,81
538,2011-08-17,Los Angeles Sparks,-116,79,Atlanta Dream,-108,84
539,2011-08-17,Phoenix Mercury,-312,81,Seattle Storm,250,79
540,2011-08-17,Las Vegas Aces,112,63,Indiana Fever,-139,65
541,2011-08-17,Connecticut Sun,108,108,Minnesota Lynx,-133,79
542,2011-08-17,New York Liberty,-417,69,Washington Mystics,309,66
543,2011-08-15,Minnesota Lynx,-3333,82,Dallas Wings,1250,54
544,2011-08-14,Las Vegas Aces,-250,73,Chicago Sky,198,85
545,2011-08-14,Seattle Storm,-303,63,Atlanta Dream,240,92
546,2011-08-14,Connecticut Sun,-667,82,Washington Mystics,438,75
547,2011-08-14,Indiana Fever,-333,82,New York Liberty,264,71
548,2011-08-13,Los Angeles Sparks,195,93,Phoenix Mercury,-244,90
549,2011-08-13,Chicago Sky,194,76,Minnesota Lynx,-244,79
550,2011-08-13,Washington Mystics,148,64,New York Liberty,-179,63
551,2011-08-12,Phoenix Mercury,-286,109,Atlanta Dream,227,95
552,2011-08-12,Seattle Storm,-1667,77,Dallas Wings,894,63
553,2011-08-12,Connecticut Sun,-270,59,Las Vegas Aces,215,72
554,2011-08-10,Los Angeles Sparks,-833,71,Dallas Wings,529,66
555,2011-08-10,Phoenix Mercury,-115,85,Minnesota Lynx,-108,80
556,2011-08-10,New York Liberty,-208,58,Seattle Storm,172,56
557,2011-08-10,Connecticut Sun,-286,69,Chicago Sky,229,58
558,2011-08-10,Indiana Fever,-303,81,Las Vegas Aces,238,68
559,2011-08-10,Washington Mystics,161,70,Atlanta Dream,-196,72
560,2011-08-08,Los Angeles Sparks,268,78,Minnesota Lynx,-345,84
561,2011-08-08,Chicago Sky,121,88,Indiana Fever,-147,69
562,2011-08-07,Phoenix Mercury,-286,95,Connecticut Sun,225,96
563,2011-08-07,Atlanta Dream,-233,70,Seattle Storm,185,53
564,2011-08-07,Las Vegas Aces,-2000,72,Dallas Wings,996,64
565,2011-08-07,Washington Mystics,156,91,New York Liberty,-189,81
566,2011-08-06,Seattle Storm,-286,81,Connecticut Sun,225,79
567,2011-08-06,Dallas Wings,391,65,Indiana Fever,-556,85
568,2011-08-05,Minnesota Lynx,-526,62,Las Vegas Aces,383,60
569,2011-08-04,New York Liberty,-286,59,Chicago Sky,227,49
570,2011-08-03,Los Angeles Sparks,137,70,Connecticut Sun,-167,79
571,2011-08-03,Seattle Storm,-238,78,Las Vegas Aces,188,64
572,2011-08-03,Minnesota Lynx,-303,90,Phoenix Mercury,237,73
573,2011-08-03,Atlanta Dream,-278,75,New York Liberty,223,85
574,2011-07-31,Indiana Fever,-588,98,Los Angeles Sparks,417,63
575,2011-07-31,Connecticut Sun,-189,99,Atlanta Dream,156,92
576,2011-07-31,Las Vegas Aces,148,69,Minnesota Lynx,-179,70
577,2011-07-31,Chicago Sky,-303,84,Los Angeles Sparks,241,88
578,2011-07-31,Dallas Wings,250,72,Seattle Storm,-323,89
579,2011-07-31,New York Liberty,-152,84,Phoenix Mercury,125,91
580,2011-07-30,Minnesota Lynx,-385,92,Seattle Storm,296,67
581,2011-07-30,Washington Mystics,227,59,Indiana Fever,-286,61
582,2011-07-29,Dallas Wings,268,55,Chicago Sky,-345,64
583,2011-07-29,Connecticut Sun,-233,58,Indiana Fever,186,69
584,2011-07-29,Atlanta Dream,-222,89,Los Angeles Sparks,177,80
585,2011-07-29,New York Liberty,-455,75,Washington Mystics,340,71
586,2011-07-28,Las Vegas Aces,-135,102,Phoenix Mercury,110,91
587,2011-07-27,Phoenix Mercury,-385,77,Seattle Storm,298,83
588,2011-07-27,Chicago Sky,-196,66,Connecticut Sun,159,77
589,2011-07-27,Dallas Wings,345,68,Atlanta Dream,-476,76
590,2011-07-27,Minnesota Lynx,-526,85,Los Angeles Sparks,387,72
591,2011-07-27,Washington Mystics,193,67,Las Vegas Aces,-238,73
592,2011-07-23,West,-114,113,East,-109,118
593,2011-07-22,Seattle Storm,-213,73,Las Vegas Aces,171,55
594,2011-07-22,Indiana Fever,-278,77,Chicago Sky,222,63
595,2011-07-20,Phoenix Mercury,-213,98,Minnesota Lynx,173,106
596,2011-07-20,Washington Mystics,-122,79,Atlanta Dream,-101,86
597,2011-07-20,Connecticut Sun,-250,85,New York Liberty,197,79
598,2011-07-20,Chicago Sky,-182,78,Seattle Storm,149,69
599,2011-07-19,Atlanta Dream,121,84,Indiana Fever,-149,74
600,2011-07-19,Los Angeles Sparks,122,69,Las Vegas Aces,-149,79
601,2011-07-18,Los Angeles Sparks,-476,85,Washington Mystics,351,89
602,2011-07-17,Connecticut Sun,-204,76,Indiana Fever,166,71
603,2011-07-17,New York Liberty,-1429,88,Dallas Wings,769,57
604,2011-07-17,Minnesota Lynx,-233,69,Seattle Storm,187,62
605,2011-07-17,Atlanta Dream,-250,76,Chicago Sky,200,68
606,2011-07-16,Phoenix Mercury,-909,78,Washington Mystics,609,64
607,2011-07-16,Dallas Wings,295,74,Los Angeles Sparks,-385,79
608,2011-07-16,Indiana Fever,-222,70,Minnesota Lynx,177,80
609,2011-07-16,New York Liberty,-233,59,Connecticut Sun,188,68
610,2011-07-15,Las Vegas Aces,-227,69,Seattle Storm,183,66
611,2011-07-13,Indiana Fever,-270,90,Connecticut Sun,217,78
612,2011-07-13,Minnesota Lynx,-263,105,Phoenix Mercury,216,112
613,2011-07-13,Chicago Sky,-1111,72,Dallas Wings,678,54
614,2011-07-13,New York Liberty,-204,91,Atlanta Dream,166,69
615,2011-07-13,Las Vegas Aces,-333,74,Los Angeles Sparks,264,84
616,2011-07-12,Seattle Storm,-769,79,Washington Mystics,495,71
617,2011-07-10,Phoenix Mercury,-1667,102,Dallas Wings,863,63
618,2011-07-10,New York Liberty,-270,80,Chicago Sky,223,73
619,2011-07-10,Seattle Storm,-435,99,Los Angeles Sparks,326,80
620,2011-07-10,Chicago Sky,-189,81,Atlanta Dream,158,69
621,2011-07-10,Minnesota Lynx,-400,90,Connecticut Sun,303,67
622,2011-07-10,Indiana Fever,-556,68,Washington Mystics,398,57
623,2011-07-09,Dallas Wings,504,78,Phoenix Mercury,-769,86
624,2011-07-09,Las Vegas Aces,-263,73,New York Liberty,211,76
625,2011-07-06,Phoenix Mercury,-256,101,Los Angeles Sparks,206,82
626,2011-07-06,Chicago Sky,-294,78,Washington Mystics,238,65
627,2011-07-06,Indiana Fever,-244,78,Seattle Storm,200,61
628,2011-07-03,Washington Mystics,173,63,Seattle Storm,-213,73
629,2011-07-02,Phoenix Mercury,-270,97,Chicago Sky,215,84
630,2011-07-02,Connecticut Sun,-182,75,Seattle Storm,150,70
631,2011-07-02,New York Liberty,116,81,Las Vegas Aces,-141,75
632,2011-07-01,Dallas Wings,344,71,Minnesota Lynx,-476,101
633,2011-07-01,Atlanta Dream,-238,87,New York Liberty,193,81
634,2011-06-29,Chicago Sky,-164,74,Las Vegas Aces,134,84
635,2011-06-29,Connecticut Sun,-294,79,Los Angeles Sparks,229,76
636,2011-06-29,Indiana Fever,-208,91,Phoenix Mercury,165,86
637,2011-06-27,Minnesota Lynx,-323,75,Indiana Fever,248,78
638,2011-06-26,New York Liberty,-112,77,Los Angeles Sparks,-115,67
639,2011-06-26,Washington Mystics,-385,83,Dallas Wings,271,63
640,2011-06-26,Atlanta Dream,-149,86,Las Vegas Aces,120,92
641,2011-06-26,Chicago Sky,-196,78,Phoenix Mercury,156,86
642,2011-06-26,Indiana Fever,-185,75,Connecticut Sun,150,70
643,2011-06-25,Seattle Storm,-154,65,Minnesota Lynx,124,55
644,2011-06-25,Las Vegas Aces,-152,90,Los Angeles Sparks,121,80
645,2011-06-25,Atlanta Dream,-152,83,Phoenix Mercury,121,92
646,2011-06-24,Chicago Sky,-159,107,Connecticut Sun,127,101
647,2011-06-23,Dallas Wings,187,82,New York Liberty,-238,94
648,2011-06-22,Los Angeles Sparks,-345,96,New York Liberty,258,91
649,2011-06-22,Dallas Wings,235,77,Seattle Storm,-303,82
650,2011-06-22,Las Vegas Aces,-196,98,Phoenix Mercury,156,105
651,2011-06-22,Washington Mystics,118,80,Indiana Fever,-147,89
652,2011-06-21,Atlanta Dream,-233,71,Chicago Sky,185,68
653,2011-06-20,Los Angeles Sparks,116,74,Seattle Storm,-145,50
654,2011-06-19,Phoenix Mercury,-175,93,Indiana Fever,141,89
655,2011-06-19,Atlanta Dream,-167,64,Minnesota Lynx,134,77
656,2011-06-19,Connecticut Sun,-278,83,Chicago Sky,214,68
657,2011-06-19,Dallas Wings,173,77,Washington Mystics,-222,59
658,2011-06-18,Seattle Storm,-278,68,Indiana Fever,219,54
659,2011-06-18,Phoenix Mercury,-345,99,Las Vegas Aces,260,101
660,2011-06-18,Chicago Sky,-250,85,New York Liberty,196,73
661,2011-06-18,Minnesota Lynx,-169,96,Atlanta Dream,137,85
662,2011-06-17,Washington Mystics,-156,71,Connecticut Sun,125,79
663,2011-06-15,Indiana Fever,-1429,82,Dallas Wings,802,74
664,2011-06-15,New York Liberty,-105,58,Atlanta Dream,-118,79
665,2011-06-12,Connecticut Sun,-2500,90,Dallas Wings,1054,79
666,2011-06-12,Las Vegas Aces,106,86,Atlanta Dream,-133,74
667,2011-06-12,New York Liberty,-143,80,Indiana Fever,114,86
668,2011-06-12,Washington Mystics,-233,77,Chicago Sky,184,84
669,2011-06-11,Los Angeles Sparks,-164,98,Phoenix Mercury,133,84
670,2011-06-11,Chicago Sky,-141,78,Connecticut Sun,114,75
671,2011-06-11,Dallas Wings,241,62,Las Vegas Aces,-312,93
672,2011-06-11,Indiana Fever,-270,80,New York Liberty,206,81
673,2011-06-10,Seattle Storm,-345,74,Minnesota Lynx,266,81
674,2011-06-10,Atlanta Dream,-357,90,Washington Mystics,274,98
675,2011-06-08,Minnesota Lynx,-1000,75,Dallas Wings,608,65
676,2011-06-05,Minnesota Lynx,-244,86,Los Angeles Sparks,193,69
677,2011-06-05,Atlanta Dream,-357,88,New York Liberty,271,94
678,2011-06-05,Las Vegas Aces,-476,93,Dallas Wings,338,73
679,2011-06-05,Connecticut Sun,-250,89,Washington Mystics,196,73
680,2011-06-05,Indiana Fever,-333,65,Chicago Sky,252,57
681,2011-06-04,Seattle Storm,-357,78,Phoenix Mercury,275,71
682,2011-06-04,Los Angeles Sparks,-167,82,Minnesota Lynx,134,74
683,2012-10-22,Indiana Fever,110,87,Minnesota Lynx,-133,78
684,2012-10-20,Indiana Fever,136,76,Minnesota Lynx,-161,59
685,2012-10-18,Minnesota Lynx,-357,83,Indiana Fever,285,71
686,2012-10-15,Minnesota Lynx,-385,70,Indiana Fever,298,76
687,2012-10-12,Connecticut Sun,-222,71,Indiana Fever,181,87
688,2012-10-09,Indiana Fever,-222,78,Connecticut Sun,183,76
689,2012-10-07,Los Angeles Sparks,-152,79,Minnesota Lynx,127,80
690,2012-10-06,Connecticut Sun,-213,76,Indiana Fever,177,64
691,2012-10-05,Minnesota Lynx,-250,94,Los Angeles Sparks,206,77
692,2012-10-03,Minnesota Lynx,-714,73,Seattle Storm,484,72
693,2012-10-03,Indiana Fever,-192,75,Atlanta Dream,161,64
694,2012-10-01,Seattle Storm,206,86,Minnesota Lynx,-256,79
695,2012-09-30,Atlanta Dream,-250,88,Indiana Fever,206,103
696,2012-09-30,New York Liberty,156,62,Connecticut Sun,-185,75
697,2012-09-29,Las Vegas Aces,-179,94,Los Angeles Sparks,149,101
698,2012-09-29,Minnesota Lynx,-909,78,Seattle Storm,610,70
699,2012-09-29,Indiana Fever,-192,66,Atlanta Dream,163,75
700,2012-09-28,Los Angeles Sparks,-333,93,Las Vegas Aces,262,86
701,2012-09-28,Connecticut Sun,-625,65,New York Liberty,447,60
702,2012-09-23,Connecticut Sun,-227,92,Atlanta Dream,184,72
703,2012-09-23,Indiana Fever,-286,91,Dallas Wings,229,58
704,2012-09-23,Las Vegas Aces,141,99,Minnesota Lynx,-167,84
705,2012-09-23,Phoenix Mercury,293,57,Seattle Storm,-370,71
706,2012-09-23,Chicago Sky,-833,77,Washington Mystics,571,58
707,2012-09-22,New York Liberty,-294,91,Dallas Wings,241,74
708,2012-09-22,Phoenix Mercury,899,66,Minnesota Lynx,-1667,89
709,2012-09-22,Seattle Storm,-167,84,Las Vegas Aces,140,75
710,2012-09-22,Washington Mystics,194,53,Indiana Fever,-238,66
711,2012-09-21,Los Angeles Sparks,-132,92,Minnesota Lynx,110,76
712,2012-09-21,Chicago Sky,-139,66,Atlanta Dream,117,75
713,2012-09-21,Dallas Wings,174,78,New York Liberty,-213,66
714,2012-09-20,Connecticut Sun,-227,73,Indiana Fever,187,67
715,2012-09-19,Los Angeles Sparks,-5000,101,Phoenix Mercury,1567,76
716,2012-09-19,Seattle Storm,-103,75,Chicago Sky,-118,60
717,2012-09-19,Las Vegas Aces,-263,77,New York Liberty,214,66
718,2012-09-18,Minnesota Lynx,-256,86,Indiana Fever,210,79
719,2012-09-17,Seattle Storm,286,58,Connecticut Sun,-357,60
720,2012-09-16,Phoenix Mercury,621,55,Chicago Sky,-909,86
721,2012-09-16,Washington Mystics,358,68,New York Liberty,-476,75
722,2012-09-16,Las Vegas Aces,-1429,70,Dallas Wings,864,80
723,2012-09-15,Los Angeles Sparks,-286,93,Connecticut Sun,233,82
724,2012-09-15,Phoenix Mercury,122,84,Dallas Wings,-147,92
725,2012-09-15,Las Vegas Aces,-500,90,Seattle Storm,365,66
726,2012-09-15,Indiana Fever,-182,64,Minnesota Lynx,152,66
727,2012-09-15,Washington Mystics,388,74,Atlanta Dream,-526,82
728,2012-09-14,Los Angeles Sparks,-526,86,Chicago Sky,399,77
729,2012-09-13,Phoenix Mercury,196,78,Connecticut Sun,-238,100
730,2012-09-13,Dallas Wings,386,67,Las Vegas Aces,-526,78
731,2012-09-13,Indiana Fever,-263,72,Seattle Storm,209,48
732,2012-09-13,New York Liberty,-625,75,Washington Mystics,451,62
733,2012-09-12,Chicago Sky,246,83,Minnesota Lynx,-303,70
734,2012-09-12,Atlanta Dream,-256,77,Seattle Storm,209,61
735,2012-09-09,Indiana Fever,-1250,89,Phoenix Mercury,792,83
736,2012-09-09,Connecticut Sun,-370,82,Chicago Sky,292,77
737,2012-09-09,New York Liberty,199,73,Los Angeles Sparks,-238,71
738,2012-09-09,Atlanta Dream,-769,93,Washington Mystics,514,68
739,2012-09-09,Las Vegas Aces,-119,62,Minnesota Lynx,-103,81
740,2012-09-09,Dallas Wings,267,66,Seattle Storm,-333,89
741,2012-09-08,Las Vegas Aces,-204,78,Indiana Fever,170,82
742,2012-09-08,Minnesota Lynx,-625,97,Atlanta Dream,459,93
743,2012-09-08,New York Liberty,-111,83,Chicago Sky,-110,92
744,2012-09-08,Connecticut Sun,-1667,82,Phoenix Mercury,968,91
745,2012-09-08,Washington Mystics,370,68,Los Angeles Sparks,-500,96
746,2012-09-07,Seattle Storm,-769,101,Dallas Wings,514,74
747,2012-09-06,Atlanta Dream,-200,71,Indiana Fever,166,64
748,2012-09-06,New York Liberty,-333,87,Phoenix Mercury,267,59
749,2012-09-05,Minnesota Lynx,-500,88,Los Angeles Sparks,380,77
750,2012-09-05,Washington Mystics,325,70,Connecticut Sun,-417,77
751,2012-09-02,Chicago Sky,263,85,Los Angeles Sparks,-333,74
752,2012-09-02,Atlanta Dream,-127,87,Connecticut Sun,106,80
753,2012-09-02,Phoenix Mercury,428,94,Las Vegas Aces,-588,90
754,2012-09-02,Indiana Fever,-500,81,Chicago Sky,369,64
755,2012-09-01,New York Liberty,-455,79,Washington Mystics,351,73
756,2012-09-01,Minnesota Lynx,-3333,92,Dallas Wings,1632,83
757,2012-08-31,Seattle Storm,-1667,68,Phoenix Mercury,911,75
758,2012-08-31,Dallas Wings,436,99,Los Angeles Sparks,-625,85
759,2012-08-31,Las Vegas Aces,-333,73,Connecticut Sun,267,84
760,2012-08-31,Atlanta Dream,-556,82,Washington Mystics,409,59
761,2012-08-31,New York Liberty,144,63,Indiana Fever,-172,76
762,2012-08-29,Chicago Sky,177,72,Connecticut Sun,-222,83
763,2012-08-29,Minnesota Lynx,-385,96,Las Vegas Aces,298,84
764,2012-08-29,Atlanta Dream,-1111,80,Dallas Wings,716,84
765,2012-08-29,Indiana Fever,-1250,83,Washington Mystics,759,68
766,2012-08-27,Seattle Storm,-357,84,New York Liberty,285,66
767,2012-08-26,Connecticut Sun,-500,70,Chicago Sky,396,82
768,2012-08-26,Los Angeles Sparks,-714,87,New York Liberty,479,62
769,2012-08-26,Phoenix Mercury,574,72,Indiana Fever,-833,85
770,2012-08-26,Las Vegas Aces,-2000,91,Dallas Wings,1192,71
771,2012-08-26,Atlanta Dream,254,74,Minnesota Lynx,-323,84
772,2012-08-25,Dallas Wings,123,81,Chicago Sky,-147,78
773,2012-08-25,Washington Mystics,200,69,Atlanta Dream,-244,81
774,2012-08-24,Los Angeles Sparks,-227,101,Las Vegas Aces,179,77
775,2012-08-24,Phoenix Mercury,290,77,New York Liberty,-385,89
776,2012-08-24,Seattle Storm,-133,66,Indiana Fever,108,68
777,2012-08-23,Atlanta Dream,-500,82,Chicago Sky,359,71
778,2012-08-22,Los Angeles Sparks,-204,79,Indiana Fever,166,69
